ID,type,group_num,group_weight,target_type,initial_time,initial_num,activite_range,time_gap,level_range,target_range,robot_sleep_rule1,robot_sleep_rule2_time,robot_sleep_rule2_target
INT,INT,INT,INT,INT,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,STRING
#,机器人类型（1.普通；2.俱乐部）,机器人组号,机器人组内权重,目标类型（1.关卡;2.收集物）,首次开始行动条件（秒）,首次生成机器人时的初始积分,行动次数区间（左开右闭，最左侧从0开始，最右侧为无限大）,与行动次数区间对应的行动间隔（每个次数区间对应两个值，表示下限和上限；不同区间之间用;分隔）0到1 若有开始行动等待时间则按照开始等待时间来算,与行动次数区间对应的关卡步长（每个次数区间对应两个值，表示下限和上限；不同区间之间用;分隔）,单关产生的收集物范围,收集目标大于等于排名最高玩家该值时休眠,活动时间占比（机器人初始化到活动结束时时间占比）,时间分段对应的目标获取上限
4500,1,6033,10,1,30|60,1|3,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4,"{3|5,3|5}"
4501,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|3,"{3|5,0|0,3|5}"
4502,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|3|5,"{2|4,2|4,0|0,2|4}"
4503,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|5,"{3|5,0|0,3|5}"
4504,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3|5,"{3|5,0|0,3|5}"
4505,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|5,"{3|5,3|5}"
4506,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|5,"{3|5,3|5}"
4507,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|5|3,"{2|4,0|0,2|4,2|4}"
4508,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|3|5,"{2|4,0|0,2|4,2|4}"
4509,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3,"{3|5,3|5}"
4510,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4,"{3|5,3|5}"
4511,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|4|3|5,"{2|4,2|4,0|0,2|4}"
4512,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|5,"{3|5,0|0,3|5}"
4513,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,4|3|3,"{3|5,0|0,3|5}"
4514,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|3|4|5,"{2|4,0|0,2|4,0|0,2|4}"
4515,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5|4|4|3,"{2|4,0|0,2|4,0|0,2|4}"
4516,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|3|4|4,"{2|4,2|4,0|0,2|4}"
4517,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|3,"{3|5,3|5}"
4518,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|5,"{3|5,3|5}"
4519,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,5|4|5,"{3|5,0|0,3|5}"
4520,1,6034,10,1,30|60,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,998|999,3|4|3,"{3|5,0|0,3|5}"
4521,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|5|4|3|3|3|4|3|4,"{3|5,0|0,3|5,0|0,3|5,3|5,0|0,3|5,0|0,3|5}"
4522,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5|3,"{8|10,8|10,0|0,8|10}"
4523,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|4|5|3,"{7|9,0|0,8|10,0|0,7|9}"
4524,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5|4|5|4|5|5|5,"{4|6,0|0,4|6,0|0,4|6,0|0,4|6,0|0,4|6}"
4525,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|4|3|5|3|4|3|3|5,"{3|5,0|0,3|5,0|0,3|5,0|0,3|5,3|5,0|0,3|5}"
4526,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|5|5|4|3|5,"{4|6,0|0,4|6,4|6,4|6,0|0,4|6}"
4527,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|3|3|4|3|3,"{4|6,4|6,4|6,0|0,4|6,0|0,4|6}"
4528,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3|3|3|3,"{5|7,0|0,6|8,0|0,6|8,6|8}"
4529,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|3|5|3|3,"{5|7,0|0,5|7,6|8,0|0,6|8}"
4530,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|4,"{12|14,0|0,12|14}"
4531,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3|4,"{8|10,0|0,8|10,7|9}"
4532,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5|5|4|3|5|3,"{3|5,3|5,0|0,3|5,0|0,3|5,3|5,3|5}"
4533,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4|3|4|4|4|4|5,"{3|5,3|5,0|0,3|5,0|0,3|5,0|0,3|5,3|5}"
4534,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|3|5|3|4|5|5,"{4|6,0|0,4|6,4|6,0|0,4|6,0|0,4|6}"
4535,1,6101,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|5|3|4|3|4|3|4|4,"{3|5,3|5,0|0,3|5,0|0,3|5,0|0,3|5,0|0,3|5}"
4536,1,6101,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5|3,"{8|10,8|10,0|0,7|9}"
4537,1,6101,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5,"{11|13,11|13}"
4538,1,6101,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|4,"{7|9,8|10,8|10}"
4539,1,6101,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|4|3|5,"{7|9,0|0,8|10,0|0,7|9}"
4540,1,6101,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4|4,"{8|10,8|10,0|0,8|10}"
4541,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3,"{4|6,4|6,4|6}"
4542,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5,"{7|9,0|0,7|9}"
4543,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5,"{6|8,6|8}"
4544,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3,"{7|9,0|0,7|9}"
4545,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|5|5,"{4|6,4|6,0|0,4|6}"
4546,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|4,"{6|8,0|0,7|9}"
4547,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|4,"{7|9,0|0,7|9}"
4548,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4,"{7|9,6|8}"
4549,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5,"{6|8,0|0,6|8}"
4550,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3,"{7|9,6|8}"
4551,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4|5,"{4|6,4|6,0|0,4|6}"
4552,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|5,"{6|8,0|0,6|8}"
4553,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|3|3,"{4|6,4|6,0|0,4|6}"
4554,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|3|3,"{4|6,0|0,4|6,4|6}"
4555,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4,"{7|9,0|0,6|8}"
4556,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|3|4|5,"{4|6,0|0,4|6,0|0,4|6}"
4557,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5,"{6|8,7|9}"
4558,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3,"{6|8,7|9}"
4559,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4,"{4|6,4|6,4|6}"
4560,1,6102,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5,"{6|8,0|0,7|9}"
4561,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|3|3,"{3|5,3|5,0|0,3|5}"
4562,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{6|8,5|7}"
4563,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|5,"{3|5,3|5,3|5}"
4564,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|5,"{6|8,6|8}"
4565,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|4|4,"{3|5,0|0,3|5,3|5}"
4566,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|3,"{6|8,5|7}"
4567,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|5|3,"{3|5,0|0,3|5,3|5}"
4568,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4,"{6|8,5|7}"
4569,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|3,"{6|8,6|8}"
4570,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|5|3|4,"{3|5,0|0,3|5,0|0,3|5}"
4571,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5,"{6|8,0|0,5|7}"
4572,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|4,"{6|8,0|0,6|8}"
4573,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5|3,"{3|5,3|5,0|0,3|5}"
4574,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{5|7,5|7}"
4575,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|4,"{3|5,3|5,3|5}"
4576,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|5|3,"{3|5,0|0,3|5,3|5}"
4577,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|5|4,"{3|5,3|5,0|0,3|5}"
4578,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|5|4|5,"{3|5,0|0,3|5,0|0,3|5}"
4579,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|5,"{6|8,0|0,5|7}"
4580,1,6103,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|3,"{5|7,5|7}"
4581,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3,"{4|6,4|6}"
4582,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|4|4,"{2|4,0|0,2|4,2|4}"
4583,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5,"{4|6,4|6}"
4584,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|5|3,"{2|4,0|0,2|4,2|4}"
4585,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5|5|4,"{2|4,0|0,2|4,0|0,2|4}"
4586,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|5|5,"{2|4,2|4,0|0,2|4}"
4587,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|4|3,"{2|4,0|0,2|4,2|4}"
4588,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|5|5|3,"{2|4,0|0,2|4,0|0,2|4}"
4589,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{4|6,4|6}"
4590,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5,"{4|6,4|6}"
4591,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3,"{4|6,4|6}"
4592,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|5|3,"{2|4,0|0,2|4,2|4}"
4593,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4,"{4|6,4|6}"
4594,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|5,"{2|4,2|4,2|4}"
4595,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3,"{4|6,4|6}"
4596,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|5,"{4|6,0|0,4|6}"
4597,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|4,"{4|6,0|0,4|6}"
4598,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4,"{4|6,4|6}"
4599,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5,"{4|6,0|0,4|6}"
4600,1,6104,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|4|4,"{2|4,0|0,2|4,2|4}"
4601,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4,"{7|9,7|9}"
4602,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3|4|4,"{5|7,0|0,5|7,0|0,4|6}"
4603,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|5|5|5|3|5|3,"{2|4,0|0,2|4,2|4,2|4,2|4,0|0,2|4}"
4604,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|4|3|5|3|4|4,"{2|4,0|0,2|4,0|0,2|4,2|4,2|4,2|4}"
4605,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3|4|4,"{4|6,0|0,4|6,4|6,4|6}"
4606,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|3|4,"{4|6,5|7,0|0,5|7}"
4607,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|3|4|3|4|3|5,"{2|4,0|0,2|4,2|4,2|4,2|4,0|0,2|4}"
4608,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3,"{7|9,8|10}"
4609,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|5|5|3|3|4|3,"{2|4,0|0,2|4,0|0,2|4,2|4,2|4,2|4}"
4610,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3,"{8|10,8|10}"
4611,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3|4|3|4|4|4|4,"{2|4,2|4,0|0,2|4,0|0,2|4,2|4,0|0,2|4}"
4612,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4|5|4,"{4|6,0|0,4|6,0|0,4|6}"
4613,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|3|3|5|5|5|4|4,"{3|5,0|0,3|5,0|0,3|5,0|0,3|5,0|0,3|5}"
4614,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|4|4|5|5|4|4,"{2|4,0|0,2|4,0|0,2|4,2|4,2|4,2|4}"
4615,1,6111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|3|4|4|4|5,"{2|4,2|4,2|4,2|4,0|0,2|4,2|4}"
4616,1,6111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|5|3|4|4|5|5,"{2|4,2|4,0|0,2|4,0|0,2|4,2|4,2|4}"
4617,1,6111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|4|4|3|4|5|3,"{2|4,2|4,0|0,2|4,2|4,2|4,0|0,2|4}"
4618,1,6111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|5,"{7|9,0|0,8|10}"
4619,1,6111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|5|3|5,"{3|5,3|5,3|5,3|5,3|5}"
4620,1,6111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|5,"{8|10,0|0,8|10}"
4621,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|4|4|3,"{2|4,2|4,0|0,2|4,2|4}"
4622,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5|3|3,"{2|4,2|4,2|4,0|0,2|4}"
4623,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3,"{5|7,4|6}"
4624,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|4|3,"{3|5,0|0,3|5,3|5}"
4625,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4|3|3|4|3,"{2|4,0|0,2|4,0|0,2|4,0|0,2|4}"
4626,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|4,"{5|7,0|0,5|7}"
4627,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3|4,"{2|4,2|4,2|4,2|4}"
4628,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|4|3|3|5|5,"{2|4,0|0,2|4,0|0,2|4,0|0,2|4}"
4629,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|3|5,"{3|5,0|0,3|5,3|5}"
4630,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5,"{5|7,5|7}"
4631,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|5|5|5|3|3,"{2|4,0|0,2|4,0|0,2|4,0|0,2|4}"
4632,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|3,"{3|5,3|5,3|5}"
4633,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|3|3|5|3|4,"{2|4,0|0,2|4,0|0,2|4,0|0,2|4}"
4634,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4,"{5|7,0|0,5|7}"
4635,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3,"{4|6,5|7}"
4636,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4,"{4|6,5|7}"
4637,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|5,"{5|7,0|0,4|6}"
4638,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4,"{4|6,5|7}"
4639,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5|5|3,"{2|4,0|0,2|4,2|4,2|4}"
4640,1,6112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|3|3|5|3,"{2|4,2|4,0|0,2|4,0|0,2|4}"
4641,1,6113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|4|4,"{2|4,2|4,0|0,2|4}"
4642,1,6113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|3|4|3,"{2|4,0|0,2|4,0|0,2|4}"
4643,1,6113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|4,"{4|6,0|0,4|6}"
